레시피명,재료,재료목록
라따뚜이,"토마토(150g), 가지(1/2개), 애호박(1/2개), 홀토마토(50g),
양파(30g), 월계수잎(1장), 파슬리(5g)","['양파', '홀토마토', '파슬리', '가지', '애호박', '토마토', '월계수잎']"
라이스페이퍼 야채롤,"새우(3마리), 양파(30g), 파프리카(50g), 베이컨(20g),
아스파라거스(2개), 라이스페이퍼(3장), 깻잎(5장), 땅콩(20g),
블루베리(20g)","['아스파라거스', '양파', '베이컨', '블루베리', '깻잎', '라이스페이퍼', '새우', '파프리카', '땅콩']"
브로컬리 단호박스프와 완두콩퓨레,"브로콜리(100g), 우유(200g), 단호박(1/2개), 고구마(1개),
완두콩(20g), 식빵(1쪽), 밀가루(20g), 버터(20g),
생크림(30g), 오렌지(1/6개)","['오렌지', '식빵', '밀가루', '버터', '우유', '단호박', '생크림', '브로콜리', '완두콩', '고구마']"
삼색샐러드와두부구이,"두부(150g), 홍피망(30g), 황파프리카(30g), 적채(30g),
양파(30g), 깻잎(2장), 흑임자(5g), 밀가루(10g), 매실액(20g),
저염간장(20g), 설탕(20g), 소금(0.1g)","['두부', '양파', '황파프리카', '밀가루', '홍피망', '깻잎', '매실액', '적채', '저염간장', '소금', '설탕', '흑임자']"
새송이등갈비,"돼지고기(등갈비, 200g), 새송이버섯(1개), 당근(30g),
대파(20g), 양파(30g), 저염간장(30g), 후춧가루(0.01g),
올리고당(20g), 마늘(20g)","['양파', '당근', '후춧가루', '돼지고기등갈비', '저염간장', '올리고당', '새송이버섯', '마늘', '대파']"
설렁탕쑥떡볶이,"돼지고기(뼈갈비, 200g), 쑥(20g), 찹쌀가루(200g), 당근(20g),
감자(50g), 숙주(20g), 청양고추(1개), 홍고추(1개), 소금(0.2g)","['당근', '돼지고기뼈갈비', '홍고추', '소금', '감자', '청양고추', '숙주', '찹쌀가루']"
소안심 야채 호박잎쌈,"호박잎(5장), 적채(20g), 파프리카(50g), 양파(30g), 오이(30g),
소고기(안심, 120g), 다시마(10g), 두부(50g), 고추장(30g),
설탕(10g), 식초(10g), 후춧가루(0.2g)","['양파', '두부', '오이', '고추장', '다시마', '후춧가루', '적채', '설탕', '파프리카', '호박잎', '식초', '소고기안심']"
양배추 고기말이,"양배추(120g), 돼지고기(등심, 50g), 두부(50g), 시금치(30g),
달걀(1개), 마늘(10g), 소금(0.2g), 후춧가루(0.01g)","['두부', '돼지고기등심', '달걀', '후춧가루', '양배추', '시금치', '마늘', '소금']"
양배추 쌈말이,"양배추(120g), 돼지고기(100g), 깻잎(5장), 사과(1/2개),
파프리카(50g), 당근(20g), 다시마(10g), 마늘(10g),
저염간장(20g), 후춧가루(0.01g), 가쓰오부시(10g)","['사과', '당근', '깻잎', '가쓰오부시', '다시마', '후춧가루', '양배추', '마늘', '저염간장', '돼지고기', '파프리카']"
연어샐러드,"연어(150g), 레몬(1/4개), 발사믹소스(50g), 어린잎(30g),
후춧가루(0.01g), 올리브오일(20g)","['레몬', '후춧가루', '어린잎', '올리브오일', '연어']"
오렌지 드레싱 타다키 부추샐러드,"오렌지(1/2개), 양파(30g), 소고기(등심, 120g), 레몬(1/4개),
부추(30g), 양배추(30g), 견과류(20g), 소금(0.2g),
후춧가루(0.01g)","['오렌지', '양파', '레몬', '부추', '후춧가루', '양배추', '소고기등심', '견과류', '소금']"
마감자전,"마감자전 : 감자 40g, 마 40g, 찹쌀가루 15g, 양파 5g, 현미유 5g 간장양념장 : 간장 3g, 파 2g, 식초 2g, 통깨 0.5g","['양파', '통깨', '마감자전감자', '식초', '찹쌀가루']"
배추토란국,"토란 50g, 쇠고기 양지 15g, 배추 10g, 대파 2.5g 다진 마늘 1.25g, 고춧가루 1.7g, 된장 9g, 물 180g, 참기름 1g","['대파다진마늘', '된장', '고춧가루', '토란', '참기름', '쇠고기양지', '배추']"
갈치고추장구이,"갈치구이 : 갈치 50g, 현미유 4g 고추장양념 : 고추장 5g, 양파 5g, 파 3g, 다진 마늘 2g, 간장 2g, 매실액 2g, 고춧가루 1g, 다진 생강 0.5g, 통깨 0.1g, 후춧가루 0.3g","['양파', '통깨', '다진마늘', '다진생강', '후춧가루', '고춧가루', '매실액', '갈치구이갈치', '간장', '현미유고추장양념고추장']"
단호박푸딩,"단호박 70g, 우유 80g, 달걀노른자 20g, 꿀 2.5g","['단호박', '달걀노른자', '우유']"
고등어된장구이,"고등어 50g, 콩기름 2g, 양파 껍질 2g, 양파 5g, 일식된장 미소 3g, 마요네즈 2g, 식초 0.3g, 맛술 3.75g, 생강즙 1.25g, 다시마 국물 3.75g","['양파', '일식된장미소', '마요네즈', '맛술', '생강즙', '양파껍질', '식초', '다시마국물', '고등어', '콩기름']"
낙지브로콜리볶음,"낙지 70g, 브로콜리 30g, 방울토마토 60g, 밀가루 5g, 양파 25g, 마늘 2g, 올리브유 3g, 소금 0.5g","['양파', '밀가루', '올리브유', '마늘', '소금', '방울토마토', '브로콜리', '낙지']"
주꾸미돌나물무침,"주꾸미 50g, 돌나물 15g, 오이 10g, 노랑파프리카 5g, 빨강파프리카 5g, 양파 5g 고추장 9g, 식초 6g, 매실액 5g, 다진 파 5g, 다진 마늘 2.5g, 통깨 1g, 고춧가루 1g","['양파고추장', '오이', '통깨', '다진마늘', '노랑파프리카', '고춧가루', '매실액', '빨강파프리카', '다진파', '돌나물', '식초', '주꾸미']"
사과소스폭찹,"돼지고기 등심 60g, 소금 0.5g, 후추 0.25g, 올리 브유 1.5g, 사과 50g, 양파 25g, 토마토 50g, 물 50g, 버터 1g, 올리브유 1.5g, 레몬즙 2.5g","['사과', '양파', '버터', '돼지고기등심', '올리브유', '소금', '후추', '토마토', '레몬즙']"
건도토리묵버섯들깨국,"건도토리묵 30g(불린것 50g), 표고버섯 5g, 느타리버섯 5g, 들깨가루 5g, 국멸치 3g, 건다시마 3g, 파 2g, 다진 마늘 2.5g, 국간장 1g, 소금 0.5g, 물 300g","['표고버섯', '건도토리묵', '건다시마', '다진마늘', '국멸치', '소금', '국간장', '들깨가루', '느타리버섯']"
무대하무침,"무 40g, 새우(대하) 30g, 파 3g, 다진 마늘 3g, 고춧가루 2g, 간장 2g, 설탕 1g, 참기름 2g, 통깨 0.2g","['통깨', '다진마늘', '참기름', '설탕', '새우', '간장', '고춧가루']"
간편조기찜,"조기 70g, 고사리 20g, 양파 10g, 홍고추 3g, 청고추 3g, 다진 마늘 2.5g, 다진 생강 1g, 국간장 2g, 참기름 1g, 통깨 0.3g, 물 100g","['양파', '청고추', '홍고추', '통깨', '다진마늘', '다진생강', '참기름', '국간장', '조기', '고사리']"
표고버섯쇠고기찜,"표고버섯 30g, 다진 쇠고기 등심 20g, 양파 3g, 대파 2.5g, 다진 마늘 1.25g, 간장 3g, 설탕 2g, 참기름 1g, 말린 청양고추 0.5g","['다진쇠고기등심', '양파', '표고버섯', '말린청양고추', '다진마늘', '참기름', '설탕', '간장', '대파']"
참나물돼지고기샐러드,"돼지고기사태 60g, 참나물 20g, 양파 15g, 파 5g, 통마늘 3g, 생강 2g, 후춧가루 0.5g 양파 10g, 간장 4g, 식초 4g, 설탕 3g, 마늘 3g, 고춧가루 1g, 올리브유 1g, 통깨 0.5g","['양파', '돼지고기사태', '생강', '올리브유', '통깨', '마늘', '참나물', '후춧가루양파', '설탕', '간장', '통마늘', '식초', '고춧가루']"
연근배추홍시샐러드,"연근배추샐러드 : 연근 20g, 배추 20g, 사과 20g, 배 20g, 땅콩 3g, 호두 3g, 현미유 5g, 물 100g 홍시드레싱 : 홍시 30g, 호상요구르트 30g, 3배 식초 0.5g, 소금 0.3g","['사과', '호상요구르트', '연근배추샐러드연근', '호두', '소금', '현미유', '땅콩', '배식초', '배추']"
열무곤약국수,"열무김치 100g, 실곤약 150g, 오이 25g, 레몬 20g
양파 60g, 계란 60g, 당근 20g, 통깨 3g","['양파', '당근', '실곤약', '오이', '통깨', '레몬', '열무김치', '계란']"
장어구이,"장어 250g, 우유 100g
뿌리채소조림 : 우엉 60g, 더덕 60g, 생강 20g, 맛간장 15g, 생강청 15g
올리고당 15g, 발사믹식초 30g
곁들이김치 : 명이김치 25g, 백김치 25g","['백김치', '맛간장', '생강', '뿌리채소조림우엉', '올리고당', '곁들이김치명이김치', '장어', '생강청', '우유', '더덕', '발사믹식초']"
안심스테이크,"안심 160g, 아스파라거스 60g, 당근 25g, 감자 60g, 호두 40g
소스 : 망고 150g, 블루베리잼 30g, 다진마늘 15g, 버터 15g, 포도주 15g
올리고당 15g, 흰후추 1g, 볶은소금 1g","['아스파라거스', '당근', '블루베리잼', '버터', '볶은소금', '다진마늘', '흰후추', '호두', '포도주', '올리고당', '감자', '안심']"
로제파스타,"토마토홀 50g, 토마토 100g, 다진양파 30g, 다진마늘 15g
푸실리 50g, 치즈가루 25g, 파슬리가루 1g, 함초소금2g, 마늘오일 15g
곁들이야채 : 양파 25g, 가지 25g, 파프리카 20g, 애호박 20g","['함초소금', '파프리카', '푸실리', '다진양파', '곁들이야채양파', '다진마늘', '치즈가루', '파슬리가루', '마늘오일', '가지', '토마토홀', '애호박', '토마토']"
가지라따뚜이,"가지 1/2개(180g)
피망 100g, 파프리카 100g, 양파 100g, 토마토페이스트 200g, 애호박 200g
치즈가루 10g, 바질잎 1g","['양파', '피망', '바질잎', '치즈가루', '가지개', '토마토페이스트', '애호박', '파프리카']"
쪽갈비구이,"쪽갈비 400g, 올리브오일 30g, 통후추 1g, 건 로즈마리 1g, 와인 15g
곁들이채소 : 방울토마토 45g, 양파 60g, 레몬껍질 10g
소스 : 마요네즈 30g, 식초 15g, 홀그레인 머스터즈 10g, 설탕 5g, 다진마늘 5g, 백후추 1g","['양파', '다진마늘', '통후추', '와인', '홀그레인머스터즈', '백후추', '설탕', '올리브오일', '레몬껍질', '곁들이채소방울토마토', '건로즈마리', '식초', '쪽갈비']"
베이컨밀푀유,"알배추 8장(200g), 깻잎 12장(20g), 베이컨 80g
무 100g, 숙주 120g, 청경재 80g, 백일송이 25g
국물 : 채소국물 8컵(표고버섯, 다시마, 무, 마늘, 대파뿌리, 양파), 맛간장 15g
소스 : 멸치간장 15g, 와사비 10g, 레몬즙 15g
소스 : 칠리소스 30g, 올리고당 15g, 레몬즙 15g","['베이컨', '백일송이', '국물채소국물컵표고버섯', '양파', '맛간장', '다시마', '대파뿌리', '깻잎장', '마늘', '와사비', '청경재', '올리고당', '레몬즙', '숙주', '알배추장']"
실곤약냉파스타,"실곤약 150g, 칵테일새우 100g, 브로콜리 100g, 바질 5g, 레몬즙 15g
소스 : 잣 바질페이소스 15g, 마늘오일 15g , 드라이토마토 10g","['레몬즙', '실곤약', '바질', '마늘오일', '칵테일새우', '브로콜리', '드라이토마토']"
명란프리타타,"명란젓 50g, 생크림 20g, 달걀 4개(240g), 흰추후 1g, 시금치 50g
방울토마토 6개(100g), 올리브유 15g","['올리브유', '달걀개', '시금치', '방울토마토개', '생크림', '명란젓', '흰추후']"
양송이구이,"양송이 100g, 로즈마리 1g
소 : 다진 돼기고기 100g, 청양고추 30g, 후추 1g, 다진마늘 5g, 달걀 60g, 밀가루 5g
소스 : 홀스레디쉬 30g, 레몬즙 15g, 후추 1g","['소다진돼기고기', '밀가루', '다진마늘', '달걀', '양송이', '로즈마리', '청양고추', '후추', '레몬즙']"
함초김치,"함초 25g, 알배추 50g, 양파 50g, 무 100g, 간편 어간장 15g
국물 : 오렌지주스 50g, 유자청 30g, 식초 15g, 설탕 15g, 야채국물 800g","['양파', '알배추', '함초', '국물오렌지주스', '간편어간장', '야채국물', '설탕', '유자청', '식초']"
연어스테이크,"연어 150g, 건조다시마 사방 10cm 1장, 잎녹차 5g, 브로콜리 15g, 호두10g
귀리 20g, 쌀 20g, 미소된장 5g, 흰후추 1g, 화이트와인 15g,, 생크림 50g
수제조미료 10g, 닭육수 150g, 버터 5g","['버터', '건조다시마사방장', '흰후추', '호두', '닭육수', '귀리', '화이트와인', '미소된장', '수제조미료', '생크림', '브로콜리', '잎녹차', '연어']"
웰빙꼬치,"닭가슴살 150g, 자숙새우 100g, 소라살 100g, 방울토마토 80g
단호박 100g, 대파 50g, 2가지색 파프리카 100g
양파 100g, 흰 후추 2g, 레드와인 30g, 다진 마늘 15g, 올리브오일 30g, 통후추 3g
소스 : 발사믹 식초 100g, 설탕 30g, 버터 30g","['양파', '자숙새우', '소라살', '버터', '단호박', '흰후추', '다진마늘', '가지색파프리카', '통후추', '방울토마토', '레드와인', '설탕', '닭가슴살', '올리브오일', '대파']"
매운닭날개구이,"닭날개 100g, 감자 80g, 방울토마토 100g, 브로콜리 30g
마늘 15g, 양파 50g, 버터 15g, 후추 1g, 황설탕 5g
고춧가루 5g, 레드와인 30g, 멕시코고추 1g","['양파', '황설탕', '버터', '닭날개', '마늘', '감자', '방울토마토', '레드와인', '후추', '브로콜리', '멕시코고추', '고춧가루']"
웰빙카레죽,"카레가루 45g, 귀리밥 200g, 닭가슴살 150g, 애호박 25g
감자 60g, 양파 60g, 방울토마토 100g
마늘 100g, 버터 15g, 칵테일새우 30g","['양파', '칵테일새우', '버터', '마늘', '감자', '방울토마토', '닭가슴살', '애호박', '귀리밥', '카레가루']"
닭가슴살 두부선,"닭고기(가슴살) 50g, 두부 120g, 비트 10g, 시금치 10g, 베이비채소 1g, 마늘 2g, 참기름 1.5g, 흑임자 3g, 플레인요거트 15g, 식초 0.5g, 설탕 1g, 소금 0.2g","['두부', '비트', '플레인요거트', '시금치', '마늘', '참기름', '소금', '닭고기', '설탕', '흑임자', '베이비채소', '식초']"
단호박 마전,"단호박 70g, 마 20g, 밀가루 5g, 찹쌀가루 5g, 건대추 1g, 소금 0.3g","['건대추', '밀가루', '단호박', '소금', '찹쌀가루']"
완두콩과 당근을 넣은 감자요거트 샐러드,"완두콩 10g, 당근 10g, 감자 50g, 플레인요거트 20g","['플레인요거트', '당근', '감자', '완두콩']"
무오색쌈,"쌈무 10.5g, 쇠고기 4.5g, 달걀 2.4g, 당근 3.3g, 표고버섯 3.2g, 오이 7.8g, 연겨자 0.28g, 진간장 0.05g, 식초 0.57g, 참기름 0.14g, 깐마늘 0.3g, 설탕 0.1g, 통깨 0.01g, 소금 0.05g","['당근', '표고버섯', '오이', '통깨', '달걀', '쇠고기', '진간장', '연겨자', '소금', '참기름', '설탕', '쌈무', '깐마늘', '식초']"
흑마늘견과류조림,"통마늘 10g, 마카다미아 5g, 호두 5g, 아몬드 5g, 캐슈넛 2g, 땅콩 2g, 대두유 5g, 흑마늘진액 5g, 간장 2g, 물엿 2g , 깨 2g","['대두유', '호두', '물엿', '간장', '마카다미아', '캐슈넛', '흑마늘진액', '땅콩', '통마늘', '아몬드']"
고구마 찰 빵,"(반죽재료) 쌀가루 120g, 타피오카 전분 80g, 비트가루 15g, 물 140g, 르뱅 발효종 160g, 소금 2g, 올리브유 25g,
(속재료)  고구마 30g, 생크림 10g, 김치 70g, 양파30g , 기름5g","['쌀가루', '양파', '르뱅발효종', '타피오카전분', '올리브유', '기름', '소금', '비트가루', '생크림', '고구마', '김치']"
브로콜리견과류복음,"•필수재료 : 브로콜리 70g, 아몬드슬라이스 5g, 캐슈넛 10g
•양념 : 무염버터 10g, 소금 0.3g","['무염버터', '소금', '캐슈넛', '아몬드슬라이스', '브로콜리']"
유린기,"•필수 재료 : 닭다리살(110g), 양상추(25g), 그린치커리(5g), 라디치오(5g), 홍고추(5g), 청양고추(5g), 대파(5g), 무순(3g), 마늘(1g), 생강(1g), 식용유(3g)
•소스 : 식초(5g), 저염간장(5g), 레몬즙(2g), 설탕(1g), 물(5g)
•양념 : 옥수수전분(5g)","['레몬즙', '홍고추', '닭다리살', '양상추', '생강', '식용유', '옥수수전분', '마늘', '저염간장', '청양고추', '무순', '설탕', '그린치커리', '대파', '라디치오', '식초']"
단호박 호밀빵,"(반죽재료) 통밀가루 200g, 강력분 200g, 전립분 40g, 소금 15g, 드라이이스트 5g, 물 150ml, 베이킹파우더 10g
(속재료) 단호박 20g, 참깨 10g","['단호박', '강력분', '베이킹파우더', '통밀가루', '소금', '드라이이스트', '전립분', '참깨']"
미숫가루 스콘,"버터 40g, 박력분 90g, 강력분 90g, 미숫가루 70g, 베이킹파우더 10g, 우유 66g, 달걀 50g(1개), 건크랜베리 20g, 호두 20g","['건크랜베리', '버터', '달걀', '강력분', '베이킹파우더', '호두', '미숫가루', '박력분', '우유']"
고구마 공갈빵,"(반죽재료) 강력분 300g, 이스트 6g, 소금 4g, 버터 10g, 물 170ml 
(속재료) 고구마 3~4개, 우유20g","['이스트', '버터', '고구마개', '강력분', '소금', '우유']"
검은콩 크림빵,"(반죽재료)강력분 300g, 물 250ml, 이스트 8g,  호밀가루 50g, 검은콩가루 24g, 올리브유 4g,호두 50g, 크랜베리 24g,
(속재료) 불린 검은콩 300g ,우유 200g , 달걀 50g(1개) ,소금 3g","['이스트', '호밀가루', '크랜베리', '올리브유', '달걀', '검은콩가루', '강력분', '호두', '소금', '불린검은콩', '우유']"
